cod_ibge,ano,id_classe,classe,area
1700301,2009,25,4.4. Outras Áreas não Vegetadas,0.68399712615966768
1700301,2009,3,1.1 Formação Florestal,61.413741729064441
1700301,2009,33,"5.1 Rio, Lago e Oceano",6.9009214650268333
1700301,2009,39,3.2.1.1. Soja,0.92208006311035262
1700301,2009,4,1.2. Formação Savânica,87.695949452957478
1700301,2009,41,3.2.1.5. Outras Lavouras Temporárias,0.1350250709838868
1700301,2009,9,3.3. Silvicultura,0.963919402282713
1700301,2010,11,2.1. Campo Alagado e Área Pantanosa,0.1119330634155274
1700301,2010,12,2.2. Formação Campestre,0.19809493579101589
1700301,2010,15,3.1. Pastagem,70.826338362599685
1700301,2010,21,3.4. Mosaico de Usos,4.0420198052978549
1700301,2010,24,4.2. Área Urbanizada,1.6184369895629831
1700301,2010,25,4.4. Outras Áreas não Vegetadas,0.66445724133300854
1700301,2010,3,1.1 Formação Florestal,59.966455830749318
1700301,2010,33,"5.1 Rio, Lago e Oceano",6.8840442911987081
1700301,2010,39,3.2.1.1. Soja,0.87854242218017686
1700301,2010,4,1.2. Formação Savânica,90.442768801221533
1700301,2010,41,3.2.1.5. Outras Lavouras Temporárias,0.202536410583496
1700301,2010,9,3.3. Silvicultura,0.97280309350585792
1700301,2011,11,2.1. Campo Alagado e Área Pantanosa,0.0968301613769532
1700301,2011,12,2.2. Formação Campestre,0.2140840515136723
1700301,2011,15,3.1. Pastagem,70.294290188525778
1700301,2011,21,3.4. Mosaico de Usos,4.3289546069946327
1700301,2011,24,4.2. Área Urbanizada,1.645085435241693
1700301,2011,25,4.4. Outras Áreas não Vegetadas,0.63958252453613385
1700301,2011,3,1.1 Formação Florestal,57.589026323181791
1700301,2011,33,"5.1 Rio, Lago e Oceano",6.84851211688231
1700301,2011,39,3.2.1.1. Soja,1.1441939870605491
1700301,2011,4,1.2. Formação Savânica,92.743699459241057
1700301,2011,41,3.2.1.5. Outras Lavouras Temporárias,0.2425083801879882
1700301,2011,9,3.3. Silvicultura,1.0216640126953109
1700301,2012,11,2.1. Campo Alagado e Área Pantanosa,0.0923877410278321
1700301,2012,12,2.2. Formação Campestre,0.27805289916992232
1700301,2012,15,3.1. Pastagem,70.174330103077608
1700301,2012,21,3.4. Mosaico de Usos,4.6985217061767486
1700301,2012,24,4.2. Área Urbanizada,1.651303349853509
1700301,2012,25,4.4. Outras Áreas não Vegetadas,0.64846723522949257
1700301,2012,3,1.1 Formação Florestal,55.012574913576813
1700301,2012,33,"5.1 Rio, Lago e Oceano",6.8209735075683469
1700301,2012,39,3.2.1.1. Soja,1.21615323791504
1700301,2012,4,1.2. Formação Savânica,94.989674969617056
1700301,2012,41,3.2.1.5. Outras Lavouras Temporárias,0.1998854678955074
1700301,2012,9,3.3. Silvicultura,1.0261061163330061
1700301,2013,11,2.1. Campo Alagado e Área Pantanosa,0.1145993934936524
1700301,2013,12,2.2. Formação Campestre,0.30292820404052773
1700301,2013,15,3.1. Pastagem,71.514761742852031
1700301,2013,21,3.4. Mosaico de Usos,4.3467436466064369
1700301,2013,24,4.2. Área Urbanizada,1.6672923875122021
1700301,2013,25,4.4. Outras Áreas não Vegetadas,0.640475011535644
1700301,2013,3,1.1 Formação Florestal,55.917016730958608
1700301,2013,33,"5.1 Rio, Lago e Oceano",6.6841564055175589
1700301,2013,39,3.2.1.1. Soja,0.80040884411621116
1700301,2013,4,1.2. Formação Savânica,93.1418949635136
1700301,2013,41,3.2.1.5. Outras Lavouras Temporárias,0.57832388946533209
1700301,2013,9,3.3. Silvicultura,1.09983002783203
1700301,2014,11,2.1. Campo Alagado e Área Pantanosa,0.1208188450317383
1700301,2014,12,2.2. Formação Campestre,0.37222501422119159
1700301,2014,15,3.1. Pastagem,76.008911020147181
1700301,2014,21,3.4. Mosaico de Usos,3.400617148864749
1700301,2014,24,4.2. Área Urbanizada,1.7312488770141561
